Date,Ticker,Close
2024-03-01,MMM,76.80602264404297
2024-03-04,MMM,76.45484924316406
2024-03-05,MMM,77.5
2024-03-06,MMM,77.35785675048828
2024-03-07,MMM,77.44147491455078
2024-03-08,MMM,78.51170349121094
2024-03-11,MMM,78.63712310791016
2024-03-12,MMM,82.54180908203125
2024-03-13,MMM,87.01505279541016
2024-03-14,MMM,86.22073364257812
2024-03-15,MMM,87.79264068603516
2024-03-18,MMM,87.62541961669922
2024-03-19,MMM,88.0602035522461
2024-03-20,MMM,90.39297485351562
2024-03-21,MMM,90.19230651855469
2024-03-22,MMM,89.28093719482422
2024-03-25,MMM,87.65885925292969
2024-03-26,MMM,85.81103515625
2024-03-27,MMM,87.44983673095703
2024-03-28,MMM,88.68729400634766
2024-04-01,MMM,94.0199966430664
2024-04-02,MMM,92.83999633789062
2024-04-03,MMM,93.19000244140625
2024-04-04,MMM,90.54000091552734
2024-04-05,MMM,91.02999877929688
2024-04-08,MMM,91.93000030517578
2024-04-09,MMM,92.61000061035156
2024-04-10,MMM,92.62999725341797
2024-04-11,MMM,93.18000030517578
2024-04-12,MMM,91.30999755859375
2024-04-15,MMM,91.30000305175781
2024-04-16,MMM,91.05000305175781
2024-04-17,MMM,90.95999908447266
2024-04-18,MMM,91.4800033569336
2024-04-19,MMM,92.2699966430664
2024-04-22,MMM,92.62000274658203
2024-04-23,MMM,93.0
2024-04-24,MMM,92.0199966430664
2024-04-25,MMM,91.41000366210938
2024-04-26,MMM,91.83000183105469
2024-04-29,MMM,92.16000366210938
2024-04-30,MMM,96.51000213623047
2024-05-01,MMM,98.44000244140625
2024-05-02,MMM,96.80999755859375
2024-05-03,MMM,97.1500015258789
2024-05-06,MMM,96.58999633789062
2024-05-07,MMM,95.54000091552734
2024-05-08,MMM,96.3499984741211
2024-05-09,MMM,97.33000183105469
2024-05-10,MMM,98.93000030517578
2024-05-13,MMM,99.62999725341797
2024-05-14,MMM,100.08000183105469
2024-05-15,MMM,101.23999786376953
2024-05-16,MMM,104.86000061035156
2024-05-17,MMM,105.26000213623047
2024-05-20,MMM,105.20999908447266
2024-05-21,MMM,103.13999938964844
2024-05-22,MMM,101.48999786376953
2024-05-23,MMM,99.51000213623047
2024-05-24,MMM,99.66999816894531
